,season,player,position,xG,Goal,Shooting,Passing,Hits,Blocks,Takeaways,Giveaways,Powerplay,plusMinus
8858,2020,Alex DeBrincat,LW,19.9147444460541,32,95,87,85,77,89,89,81,3
8859,2020,Alex Formenton,LW,3.937561853788793,4,77,63,70,63,78,66,68,6
8860,2020,Alex Galchenyuk,C,7.114920664578676,5,78,76,79,65,69,78,67,-8
8861,2020,Alex Goligoski,D,4.083452031482011,3,70,86,85,92,79,87,75,2
8862,2020,Alex Iafallo,LW,14.164944373071195,13,87,85,68,85,81,69,69,-8
8863,2020,Alex Killorn,LW,12.791535935364664,15,88,85,83,67,80,71,70,-1
8864,2020,Alex Newhook,C,0.995065212249756,0,62,66,57,53,62,53,66,5
8865,2020,Alex Ovechkin,LW,16.782924336846918,24,91,86,87,77,76,81,81,-7
8866,2020,Alex Pietrangelo,D,7.857885894365609,7,80,85,70,89,86,83,62,20
8867,2020,Alex Tuch,RW,17.721498791128393,18,89,85,81,85,92,79,65,16
8868,2020,Alex Wennberg,C,9.011336510069668,17,89,82,70,85,89,83,70,6
8869,2020,Alexander Barabanov,LW,3.1237323768436913,3,75,70,59,70,75,70,68,1
8870,2020,Alexander Chmelevski,C,0.8849624525755644,0,62,63,60,54,63,53,68,-2
8871,2020,Alexander Edler,D,3.5018053562380373,0,61,74,86,93,78,85,67,-12
8872,2020,Alexander Kerfoot,C,8.483614058233798,8,84,85,77,85,84,86,67,2
8873,2020,Alexander Radulov,RW,2.8357668500393634,4,77,76,58,59,64,66,79,9
8874,2020,Alexander Romanov,D,3.03806078992784,1,62,70,90,87,71,91,63,1
8875,2020,Alexander True,C,0.7066278867423534,0,62,58,58,59,62,56,68,1
8876,2020,Alexander Volkov,RW,5.146940767765045,7,84,73,76,80,77,64,69,1
8877,2020,Alexandre Carrier,D,2.4967226777225733,1,63,63,68,84,75,71,66,3
8878,2020,Alexandre Texier,C,5.967614487744867,4,76,80,80,75,87,75,60,-13
8879,2020,Alexis Lafrenière,LW,8.56652316916734,12,87,77,78,66,82,80,58,-7
8880,2020,Anders Bjork,LW,4.606404918245972,5,79,72,80,68,87,75,67,-13
8881,2020,Anders Lee,LW,10.282130086794496,12,86,75,77,69,71,70,73,11
8882,2020,Andre Burakovsky,LW,10.173988221213223,19,90,87,67,72,83,85,82,4
8883,2020,Andreas Athanasiou,C,8.799172041472046,10,85,83,60,72,85,71,58,-6
8884,2020,Andreas Borgman,D,0.22459854744374752,0,62,63,62,60,59,63,68,-2
8885,2020,Andreas Johnsson,LW,7.7168629905208945,5,78,72,76,73,87,75,62,-1
8886,2020,Andrei Svechnikov,RW,17.1921141105704,15,88,88,88,74,86,90,79,1
8887,2020,Andrej Sekera,D,2.1215087133459747,3,75,62,79,88,71,82,68,12
8888,2020,Andrew Agozzino,LW,0.7008913159370422,0,62,58,61,62,56,56,68,0
8889,2020,Andrew Cogliano,C,8.219997516833246,5,78,72,86,78,78,71,66,-8
8890,2020,Andrew Copp,C,15.195163427852096,15,88,87,85,85,86,85,86,2
8891,2020,Andrew Mangiapane,LW,11.450946867465973,14,87,85,79,83,92,79,68,-5
8892,2020,Andrew Peeke,D,0.2639764742925763,0,62,65,76,75,66,67,68,-4
8893,2020,Andrew Shaw,RW,2.725512243807316,2,71,63,69,57,64,60,73,-5
8894,2020,Andy Andreoff,C,0.05085597187280655,0,62,52,65,53,59,53,68,-6
8895,2020,Andy Greene,D,2.0619538184255357,1,62,67,76,91,67,81,66,9
8896,2020,Andy Welinski,D,0.4497415982186794,0,62,51,64,64,59,68,64,4
8897,2020,Anthony Angello,RW,1.4760441328398883,2,71,63,84,54,59,56,71,4
8898,2020,Anthony Beauvillier,LW,12.3841458465904,15,88,83,76,68,82,85,69,15
8899,2020,Anthony Bitetto,D,0.65798135753721,1,67,65,68,68,59,62,71,-8
8900,2020,Anthony Cirelli,C,9.247608805540947,9,85,83,85,83,86,80,65,0
8901,2020,Anthony Duclair,LW,12.812648970633745,10,85,87,74,63,77,77,65,27
8902,2020,Anthony Mantha,RW,12.311138888821006,15,88,85,79,80,76,86,64,-14
8903,2020,Antoine Roussel,LW,3.495975384954363,1,65,65,85,75,75,77,68,4
8904,2020,Anton Blidh,LW,0.7333916407078505,1,67,52,73,57,59,58,68,-5
8905,2020,Anton Stralman,D,2.1599169168621297,3,74,72,75,83,78,82,62,-1
8906,2020,Antti Suomela,C,0.4031351190060377,0,62,52,59,58,63,56,68,0
8907,2020,Anze Kopitar,C,11.60814251191914,13,87,90,77,85,77,87,82,-7
8908,2020,Artem Anisimov,C,3.141234055161476,2,70,75,60,64,66,67,66,1
8909,2020,Artem Zub,D,1.8001489182934165,3,74,80,86,88,71,88,67,4
8910,2020,Artemi Panarin,LW,8.755757946521044,17,89,91,61,60,86,85,80,14
8911,2020,Arthur Kaliyev,RW,0.23020565509796145,1,68,53,57,53,56,54,68,-1
8912,2020,Arttu Ruotsalainen,C,3.1504390062764287,5,80,58,65,57,66,64,63,-9
8913,2020,Artturi Lehkonen,LW,7.703572214581072,7,82,72,86,78,63,75,67,-2
8914,2020,Austin Czarnik,C,0.06295681558549404,0,62,52,57,55,59,56,66,-1
8915,2020,Austin Poganski,RW,0.0,0,63,52,62,55,63,59,68,-1
8916,2020,Austin Strand,D,0.3977715605869889,0,62,57,64,75,59,57,68,2
8917,2020,Austin Wagner,LW,6.401570314541459,4,76,68,88,65,67,65,66,-14
8918,2020,Austin Watson,LW,3.7118146172724655,3,74,75,88,86,67,73,68,-7
8919,2020,Auston Matthews,C,25.96547327376902,41,99,87,82,86,95,92,80,21
8920,2020,Barclay Goodrow,C,9.292275983840227,6,80,85,88,80,83,74,67,16
8921,2020,Barrett Hayton,C,0.7726224996149541,2,73,58,65,56,66,63,61,-1
8922,2020,Ben Chiarot,D,3.3612089697271585,1,62,72,85,87,73,91,73,-16
8923,2020,Ben Harpur,D,1.2633084920234978,0,62,75,78,83,73,86,68,2
8924,2020,Ben Hutton,D,3.153958701528609,1,62,67,78,85,71,84,67,-13
8925,2020,Ben Thomas,D,0.5208214707672596,0,62,52,58,61,56,58,68,1
8926,2020,Blake Coleman,C,13.402199574746193,14,87,85,88,76,87,80,70,15
8927,2020,Blake Comeau,LW,7.926131731830537,4,76,79,88,74,86,79,67,-13
8928,2020,Blake Lizotte,C,4.7483859565109015,3,74,75,74,77,69,65,65,2
8929,2020,Blake Wheeler,RW,13.397613018751144,15,88,89,84,82,87,78,79,-17
8930,2020,Bo Horvat,C,15.279885353520513,17,89,86,84,85,86,83,71,-6
8931,2020,Bobby Ryan,RW,6.2336111683398485,7,82,75,74,74,76,75,63,-14
8932,2020,Boone Jenner,C,8.027143039274959,8,84,77,86,87,80,83,63,-9
8933,2020,Bowen Byram,D,1.3154139663092792,0,62,63,75,71,55,65,64,1
8934,2020,Brad Hunt,D,0.5914073251187801,1,66,51,58,63,59,57,63,-8
8935,2020,Brad Marchand,LW,17.681434233672913,29,94,91,85,65,93,87,79,26
8936,2020,Brad Richardson,RW,1.371945969760418,1,66,65,65,64,66,55,68,0
8937,2020,Brady Keeper,D,0.0,0,63,52,56,56,53,56,67,0
8938,2020,Brady Skjei,D,5.579465005546808,3,68,74,85,88,85,89,67,6
8939,2020,Brady Tkachuk,LW,25.73835949599743,17,89,86,98,77,90,88,70,-17
8940,2020,Brandon Carlo,D,1.6508106831461191,3,73,57,76,85,67,69,68,1
8941,2020,Brandon Davidson,D,0.2170111695304513,0,62,52,65,62,64,55,68,-4
8942,2020,Brandon Hagel,LW,10.481724199373275,9,85,85,84,81,89,73,71,-7
8943,2020,Brandon Montour,D,4.956798733677715,7,81,80,81,88,81,83,65,-5
8944,2020,Brandon Pirri,C,0.36282454431056976,0,62,52,56,52,56,54,68,-2
8945,2020,Brandon Saad,LW,7.956907885149121,15,88,78,64,65,72,79,67,1
8946,2020,Brandon Sutter,C,8.493110432289539,9,85,65,64,81,87,76,66,-9
8947,2020,Brandon Tanev,LW,5.068595721386373,7,83,78,91,84,88,73,67,12
8948,2020,Brayden McNabb,D,2.091380841098726,2,68,72,87,89,71,75,68,10
8949,2020,Brayden Point,C,16.416706925258037,23,91,87,66,74,88,72,75,2
8950,2020,Brayden Schenn,C,13.649456690996885,16,88,86,89,85,87,80,74,-2
8951,2020,Braydon Coburn,D,1.1632965430617332,0,62,63,72,77,64,77,68,-3
8952,2020,Brendan Gallagher,RW,13.86417835764587,14,87,78,80,67,71,70,70,10
8953,2020,Brendan Lemieux,LW,5.25408724974841,4,76,75,88,80,73,75,62,-2
8954,2020,Brendan Smith,D,3.3319185613654554,5,78,70,86,85,69,85,66,3
8955,2020,Brenden Dillon,D,1.7887770272791386,2,66,85,90,87,78,85,72,15
8956,2020,Brent Burns,D,8.243011388462037,7,80,86,71,91,91,90,65,-12
8957,2020,Brett Connolly,RW,3.4387437980622053,3,75,65,80,63,71,69,65,3
8958,2020,Brett Howden,C,4.6594323460012665,1,65,72,83,85,69,65,65,-2
8959,2020,Brett Kulak,D,2.563421602360904,2,65,72,70,87,71,87,68,3
8960,2020,Brett Murray,LW,0.35080432891845703,0,63,53,59,53,56,54,68,1
8961,2020,Brett Pesce,D,5.032226428389548,4,74,86,62,90,85,85,74,14
8962,2020,Brett Ritchie,RW,3.6852008029818535,3,75,63,88,58,65,69,67,-7
8963,2020,Brian Dumoulin,D,2.8340822029858828,4,76,79,84,87,87,80,66,18
8964,2020,Brian Pinho,C,0.31083379685878754,0,62,52,56,54,56,54,68,-2
8965,2020,Brinson Pasichnuk,D,0.18263792619109154,0,62,52,57,60,56,60,68,-1
8966,2020,Brock Boeser,RW,14.84492324013263,20,90,86,71,75,80,85,74,-5
8967,2020,Brock McGinn,LW,5.94503343757242,8,85,70,79,67,83,70,67,0
8968,2020,Brock Nelson,C,18.634050423279408,18,89,85,74,79,86,85,79,-5
8969,2020,Brogan Rafferty,D,0.024780407547950745,0,62,58,56,57,56,58,68,-1
8970,2020,Bryan Rust,RW,17.660459510050714,22,91,86,84,82,89,86,75,9
8971,2020,Buddy Robinson,RW,0.6785086281597614,0,62,52,66,52,67,59,68,0
8972,2020,Byron Froese,C,0.2336471565067768,1,68,52,61,58,63,53,68,1
8973,2020,C.J. Smith,LW,0.0,0,63,53,59,52,57,54,68,0
8974,2020,Cal Clutterbuck,RW,5.802173180505633,4,76,75,95,78,85,74,67,-5
8975,2020,Cal Foote,D,1.7600662698969245,1,62,63,77,83,55,65,68,9
8976,2020,Cale Makar,D,5.674029158893973,8,83,90,79,85,89,82,81,17
8977,2020,Caleb Jones,D,0.9872785368934274,0,62,67,71,85,73,88,68,-7
8978,2020,Calen Addison,D,0.12486067600548267,0,62,52,57,57,53,55,66,0
8979,2020,Calle Jarnkrok,C,9.741825195960699,13,87,85,71,71,85,72,76,13
8980,2020,Calvin de Haan,D,2.351308963727206,1,62,77,87,90,81,88,70,-16
8981,2020,Cam Atkinson,RW,16.302420370746404,15,87,86,66,82,86,90,70,-16
8982,2020,Cam Fowler,D,4.417255459353329,5,77,85,69,85,85,86,63,-4
8983,2020,Cam York,D,0.0289736520498991,0,62,52,56,58,56,55,66,-1
8984,2020,Cameron Hughes,C,0.4412026181817055,0,62,52,57,54,65,54,68,-1
8985,2020,Carl Grundstrom,RW,6.31326449662447,6,80,70,88,78,68,70,65,-10
8986,2020,Carl Gunnarsson,D,0.34817261435091496,0,62,63,61,75,56,60,68,-2
8987,2020,Carl Hagelin,LW,9.124777019955216,6,80,79,67,75,86,78,67,7
8988,2020,Carl Soderberg,C,6.516385642345995,7,82,79,85,85,76,78,75,-5
8989,2020,Carsen Twarynski,LW,0.21173731423914435,0,62,52,68,55,56,54,68,-3
8990,2020,Carson Soucy,D,2.200146394316107,1,62,85,84,86,77,80,67,22
8991,2020,Carter Rowney,C,1.4909763969480991,0,62,73,80,77,73,60,68,-2
8992,2020,Carter Verhaeghe,C,14.55975765362382,18,89,86,73,69,85,85,65,24
8993,2020,Casey Cizikas,C,9.343431253917515,7,82,75,88,79,78,78,66,-2
8994,2020,Casey Mittelstadt,C,7.22596050798893,10,86,82,59,67,85,80,72,-10
8995,2020,Cedric Paquette,C,4.425986422225833,4,77,68,91,80,76,65,68,-12
8996,2020,Chad Ruhwedel,D,0.5511532849632204,0,62,63,75,72,55,59,68,3
8997,2020,Chandler Stephenson,C,11.034831936471164,14,87,86,77,85,86,71,67,22
8998,2020,Charlie Coyle,C,6.764215636998415,6,80,79,82,78,88,80,62,-4
8999,2020,Charlie McAvoy,D,5.403327693231404,5,77,87,84,89,85,89,71,22
9000,2020,Chase De Leo,C,0.1118352860212326,0,63,52,56,52,60,54,68,-2
9001,2020,Chris Kreider,LW,15.418434188701212,20,90,79,88,85,84,87,81,-1
9002,2020,Chris Tierney,C,6.272662646137178,6,80,83,67,83,86,87,66,-12
9003,2020,Chris Wagner,RW,4.720004196744412,2,68,65,86,77,81,67,67,-9
9004,2020,Christian Djoos,D,2.183847177773714,2,68,77,60,81,65,83,65,-13
9005,2020,Christian Dvorak,C,12.895533077884464,17,89,85,79,86,85,79,77,-11
9006,2020,Christian Fischer,RW,4.643430574797094,3,74,76,91,80,70,73,67,-10
9007,2020,Christian Jaros,D,0.08454177156090736,0,62,58,61,66,62,60,68,-4
9008,2020,Christian Wolanin,D,0.8471480263397098,0,62,65,56,64,55,76,63,-6
9009,2020,Christopher Tanev,D,2.8721477892249823,2,65,77,72,92,86,92,65,11
9010,2020,Clark Bishop,C,1.5216029174625874,0,62,66,71,63,64,66,68,2
9011,2020,Claude Giroux,C,12.097863616887482,16,88,88,72,59,85,78,70,-4
9012,2020,Clayton Keller,RW,12.50636814441532,14,87,86,65,69,86,79,72,-5
9013,2020,Cody Ceci,D,2.6762792519293725,4,76,83,85,88,76,77,67,18
9014,2020,Cody Eakin,C,3.822605055756867,3,75,67,74,76,83,76,67,-9
9015,2020,Cody Glass,C,4.190308586694299,4,77,73,60,64,77,65,78,6
9016,2020,Cole Caufield,RW,2.949520396534353,4,77,58,58,52,64,63,64,-1
9017,2020,Cole Smith,LW,0.14747099578380585,0,63,53,57,52,57,54,68,0
9018,2020,Colin Blackwell,C,8.77591107878834,12,87,79,78,75,82,79,78,2
9019,2020,Colin Miller,D,2.8141114376485348,4,75,76,87,86,80,85,72,-20
9020,2020,Colin White,C,7.8477629320696,10,85,76,83,75,81,85,70,-6
9021,2020,Colton Parayko,D,3.1687910654582083,2,65,79,75,88,78,84,64,-2
9022,2020,Colton Sceviour,RW,5.021601550281048,5,78,70,85,81,75,64,68,0
9023,2020,Colton Sissons,C,7.079601461999117,8,85,75,85,80,82,69,66,2
9024,2020,Colton White,D,0.10646251775324343,0,62,52,57,56,53,55,68,-1
9025,2020,Connor Brown,RW,14.109112194739282,21,91,85,66,82,98,86,67,1
9026,2020,Connor Bunnaman,C,0.8524800464510918,0,62,58,75,60,68,53,68,-6
9027,2020,Connor Carrick,D,0.4295399957336485,1,68,57,62,80,55,70,66,-2
9028,2020,Connor Clifton,D,1.8933937563560903,1,62,72,88,87,78,77,67,10
9029,2020,Connor Mackey,D,0.03951076418161392,0,62,58,56,56,53,60,68,1
9030,2020,Connor McDavid,C,25.64352279994637,33,95,99,83,78,91,90,94,23
9031,2020,Connor McMichael,C,0.13900168240070346,0,63,52,56,52,56,54,68,0
9032,2020,Connor Murphy,D,3.3176133232191205,3,69,82,87,94,74,88,74,1
9033,2020,Conor Garland,RW,12.616798717062919,12,86,88,69,75,90,80,72,-3
9034,2020,Conor Sheary,LW,11.499477887526155,14,87,76,68,76,87,68,68,-1
9035,2020,Conor Timmins,D,1.6123600909486413,0,62,75,65,78,67,63,66,6
9036,2020,Corey Perry,RW,7.965393505059183,9,85,82,83,71,82,78,69,-4
9037,2020,Craig Smith,C,12.97448646929115,13,87,86,85,62,87,78,75,21
9038,2020,Curtis Lazar,C,7.927272426895798,7,83,72,87,77,85,66,67,-6
9039,2020,Dakota Joshua,C,0.7696874383836985,1,67,52,71,55,64,56,68,-3
9040,2020,Dakota Mermis,D,0.12496358156204225,0,62,52,62,61,53,58,68,0
9041,2020,Damon Severson,D,5.562148303259164,3,69,85,81,86,86,91,62,-8
9042,2020,Dan Renouf,D,0.4235271839424968,0,62,65,68,59,55,62,68,-1
9043,2020,Daniel Carr,LW,0.4080200344324112,0,62,58,63,58,59,59,68,-2
9044,2020,Daniel Sprong,RW,6.764757243916392,13,87,75,72,52,77,75,62,7
9045,2020,Daniel Walcott,LW,0.11538203060626985,0,63,53,62,52,60,54,68,-1
9046,2020,Danny DeKeyser,D,1.8820572122931483,4,77,76,78,90,54,82,65,3
9047,2020,Dante Fabbro,D,2.0203270027413964,2,65,79,73,87,71,85,75,-1
9048,2020,Danton Heinen,LW,9.044369261711836,7,82,75,74,82,87,71,66,-9
9049,2020,Darnell Nurse,D,8.293893428519366,16,88,86,88,91,86,93,73,29
9050,2020,Darren Helm,LW,7.557216438930483,3,73,70,77,76,79,71,67,-3
9051,2020,David Backes,RW,2.9310189997777343,3,75,58,76,73,68,64,67,-4
9052,2020,David Farrance,D,0.13472590409219265,0,62,52,56,57,53,55,67,3
9053,2020,David Gustafsson,C,0.05631665140390396,0,63,52,56,52,60,53,68,-1
9054,2020,David Kampf,C,6.8940927484072745,1,63,80,78,69,89,68,68,-3
9055,2020,David Kase,RW,0.0,0,63,53,57,53,57,56,67,0
9056,2020,David Krejci,C,8.041603844147176,8,84,90,68,79,86,86,81,17
9057,2020,David Pastrnak,RW,14.878184230998158,20,90,88,75,68,87,86,77,10
9058,2020,David Perron,LW,13.461943490896376,19,89,91,78,79,84,86,88,6
9059,2020,David Savard,D,3.863560634665191,1,62,70,90,92,69,85,66,-27
9060,2020,Dean Kukan,D,0.9270476410165428,1,63,67,76,85,67,79,68,-3
9061,2020,Denis Gurianov,RW,13.971407363191247,12,86,86,85,67,85,86,73,0
9062,2020,Dennis Cholowski,D,0.4569068942219019,1,67,63,58,76,62,67,62,-1
9063,2020,Dennis Gilbert,D,0.0,0,63,52,57,57,53,56,68,0
9064,2020,Derek Forbort,D,2.5616573123261333,2,64,79,86,93,85,92,66,1
9065,2020,Derek Grant,C,6.248432757332921,6,80,78,85,85,74,74,65,-4
9066,2020,Derek Ryan,C,3.962133045308292,2,70,76,62,76,82,78,66,5
9067,2020,Derek Stepan,C,3.724895481020212,1,64,70,70,73,76,65,65,-6
9068,2020,Derick Brassard,C,7.461351773235947,8,84,82,86,58,84,80,69,-10
9069,2020,Devin Shore,C,3.0322448778897524,5,80,68,86,80,82,68,68,-4
9070,2020,Devon Toews,D,7.123252254445107,9,85,86,77,90,89,80,70,29
9071,2020,Dillon Dube,C,8.754868648946285,10,85,78,83,70,79,87,67,-3
9072,2020,Dmitry Kulikov,D,2.523746878840029,0,61,67,87,86,71,86,67,-3
9073,2020,Dmitry Orlov,D,4.029739349149168,8,84,84,86,86,89,85,66,16
9074,2020,Dmytro Timashov,LW,0.015461983159184456,0,63,53,58,52,57,54,68,-2
9075,2020,Dominic Toninato,C,0.3643867671489716,0,62,58,58,54,56,53,68,0
9076,2020,Dominik Kahun,C,8.204598598182201,9,85,72,61,67,77,78,68,-3
9077,2020,Dominik Kubalik,LW,16.614874720573425,17,88,86,82,73,78,80,79,-3
9078,2020,Dominik Simon,C,0.3032868728041649,0,62,52,62,58,56,61,68,0
9079,2020,Dougie Hamilton,D,10.129764119628817,10,85,89,80,88,85,89,77,20
9080,2020,Drake Batherson,RW,11.563529627397655,17,89,85,87,81,81,85,75,-17
9081,2020,Drake Caggiula,C,5.236815984826535,3,74,75,85,64,75,71,65,-6
9082,2020,Drew Doughty,D,5.662543567828834,8,83,87,86,90,70,88,79,-14
9083,2020,Drew O'Connor,LW,0.9002328091301024,0,62,58,60,55,62,61,64,-2
9084,2020,Drew Shore,C,0.2062159487977624,0,62,52,57,52,59,53,68,-1
9085,2020,Dryden Hunt,LW,3.9481815211474895,3,75,70,88,58,65,67,67,-6
9086,2020,Duncan Keith,D,5.784016776364298,4,73,80,72,90,88,94,64,-13
9087,2020,Dustin Brown,RW,14.522606309968976,17,89,85,86,64,76,86,79,-3
9088,2020,Dylan Coghlan,D,1.851706236600876,3,75,65,73,75,66,63,64,-3
9089,2020,Dylan Cozens,C,6.628936583176255,4,76,78,72,66,79,82,62,-15
9090,2020,Dylan DeMelo,D,1.9371208753436804,0,61,77,85,87,73,90,68,10
9091,2020,Dylan Gambrell,C,6.350744825787842,5,79,75,86,87,74,75,66,-18
9092,2020,Dylan Larkin,C,13.141569515690207,9,85,85,75,73,86,88,65,-14
9093,2020,Dylan Sikura,C,0.8649295456707478,2,73,52,57,53,69,53,68,0
9094,2020,Dylan Strome,C,9.295722882729024,9,85,76,58,75,85,81,71,-16
9095,2020,Eeli Tolvanen,RW,4.7213118774816385,11,86,80,86,72,72,63,87,-10
9096,2020,Eetu Luostarinen,C,4.251688580960035,3,75,70,82,79,87,73,67,-11
9097,2020,Egor Zamula,D,0.15960432402789593,0,62,52,56,57,56,55,68,1
9098,2020,Elias Lindholm,C,13.91295177536085,18,89,88,80,84,88,85,79,10
9099,2020,Elias Pettersson,C,6.5695158671587714,10,86,81,60,64,77,75,69,0
9100,2020,Emil Bemstrom,C,3.3946866886690263,3,75,63,64,63,61,64,70,2
9101,2020,Eric Robinson,LW,8.219129365868866,8,84,79,87,72,82,80,67,6
9102,2020,Eric Staal,C,9.643808581866324,5,78,76,67,71,84,85,66,-30
9103,2020,Erik Brannstrom,D,2.1196412416175012,2,67,80,70,76,71,87,68,3
9104,2020,Erik Cernak,D,4.482156108599156,5,77,83,87,86,67,71,65,8
9105,2020,Erik Gudbranson,D,2.437972966581583,1,62,65,88,88,67,87,67,-12
9106,2020,Erik Gustafsson,D,1.2093813521787524,1,62,80,67,78,69,84,68,-1
9107,2020,Erik Haula,LW,10.098607877269387,9,85,82,85,78,85,79,65,4
9108,2020,Erik Johnson,D,0.2977670403197408,0,62,58,60,63,56,63,67,2
9109,2020,Erik Karlsson,D,7.280187586322428,8,83,84,64,88,92,90,68,-18
9110,2020,Esa Lindell,D,5.965599765069783,5,76,80,88,92,72,89,62,11
9111,2020,Ethan Bear,D,2.391111618373543,2,66,72,72,87,78,89,63,-1
9112,2020,Evan Bouchard,D,1.5722289639525115,2,68,65,61,68,64,70,73,0
9113,2020,Evan Rodrigues,C,5.892295989207923,7,82,75,67,65,82,77,71,-3
9114,2020,Evander Kane,LW,20.88771883025765,22,91,88,87,77,89,87,66,-1
9115,2020,Evgeni Malkin,C,7.038876869250089,8,84,86,64,67,88,87,77,-4
9116,2020,Evgenii Dadonov,RW,10.540608529932797,13,87,75,76,79,84,85,55,-9
9117,2020,Evgeny Kuznetsov,C,7.609302096068858,9,85,86,66,75,83,80,71,7
9118,2020,Evgeny Svechnikov,RW,2.8533033318817616,3,75,70,68,60,61,71,71,-3
9119,2020,Filip Chlapik,C,0.040116429328918464,0,63,52,56,52,56,54,68,1
9120,2020,Filip Chytil,C,7.264350296463817,8,84,85,63,75,87,85,62,9
9121,2020,Filip Forsberg,LW,11.310019148513675,12,86,86,79,69,86,82,79,-9
9122,2020,Filip Hronek,D,5.5210121097043166,2,63,87,85,86,68,86,69,-18
9123,2020,Filip Zadina,RW,9.322408396750687,6,80,83,67,77,84,79,70,-4
9124,2020,Frank Vatrano,C,16.76436736155301,18,89,76,85,76,86,79,67,8
9125,2020,Frans Nielsen,C,2.9557572458870713,1,65,70,69,68,71,62,67,-3
9126,2020,Frederic Allard,D,0.0,0,63,52,56,57,53,56,68,-2
9127,2020,Frederick Gaudreau,C,2.1804085397161543,2,71,76,60,64,82,62,67,10
9128,2020,Frederik Gauthier,C,0.15528593957424164,0,63,52,56,54,56,54,68,0
9129,2020,Fredrik Claesson,D,0.08932894561439753,0,62,52,62,65,53,69,68,0
9130,2020,Fredrik Handemark,C,1.0668710619211197,1,68,52,65,53,62,61,68,-3
9131,2020,Gabriel Carlsson,D,0.4713660208508372,1,66,65,62,71,64,59,72,-6
9132,2020,Gabriel Landeskog,LW,18.8980823000893,20,90,89,86,81,82,87,75,14
9133,2020,Gabriel Vilardi,C,8.454924629069865,10,86,83,64,75,79,76,67,-8
9134,2020,Gaetan Haas,C,2.256915031000972,2,71,57,74,81,75,72,66,-6
9135,2020,Garnet Hathaway,RW,6.339187184348702,6,80,82,94,82,75,71,67,7
9136,2020,Garrett Pilon,C,0.0,0,63,52,56,52,60,59,68,0
9137,2020,Gavin Bayreuther,D,0.6166864288970828,1,66,51,63,61,66,55,68,-1
9138,2020,Gemel Smith,C,0.0,0,63,66,59,54,59,56,68,3
9139,2020,Gerald Mayhew,C,0.6861560326069593,0,62,58,60,58,59,53,71,1
9140,2020,Givani Smith,RW,1.7135447515174749,1,66,66,75,57,58,64,65,-5
9141,2020,Glenn Gawdin,C,0.15871047973632812,0,63,58,64,54,65,53,68,-1
9142,2020,Greg McKegg,C,0.37154794856905937,1,68,52,60,54,59,58,68,-3
9143,2020,Greg Pateryn,D,0.6641663517802954,0,62,65,66,76,62,65,68,0
9144,2020,Grigori Denisenko,LW,0.2272144202142954,0,62,68,66,55,64,53,68,1
9145,2020,Guillaume Brisebois,D,0.0,0,63,52,56,60,53,58,68,0
9146,2020,Gustav Forsling,D,4.8020557472482315,5,77,82,71,85,85,85,80,17
9147,2020,Gustav Lindstrom,D,0.24647253006696698,0,62,65,64,76,52,70,68,1
9148,2020,Hampus Lindholm,D,1.1393974875099957,2,70,67,60,77,69,78,68,-1
9149,2020,Haydn Fleury,D,2.743882601615041,3,71,57,85,87,69,85,67,-12
9150,2020,Henri Jokiharju,D,1.8239001715555787,3,72,70,79,87,73,75,66,-11
9151,2020,Hudson Fasching,RW,1.345197692513466,0,62,52,61,53,56,56,68,-3
9152,2020,Ian Cole,D,1.34697149368003,1,63,74,76,91,74,85,67,21
9153,2020,Ian Mitchell,D,1.5907670985907316,3,76,67,65,85,58,75,67,-10
9154,2020,Ilya Lyubushkin,D,1.2616656753234563,1,62,57,88,89,71,76,68,-13
9155,2020,Ilya Mikheyev,RW,12.024183019064367,7,81,79,80,81,86,85,66,5
9156,2020,Isac Lundestrom,C,5.156914179213344,6,81,65,63,75,85,75,65,-9
9157,2020,Ivan Barbashev,C,5.908099112100898,5,79,75,80,71,74,74,75,5
9158,2020,Ivan Chekhovich,LW,0.6061538551002741,0,62,58,56,55,59,59,68,-3
9159,2020,Ivan Provorov,D,7.07338560000062,7,80,86,81,92,65,92,68,4
9160,2020,J.T. Compher,LW,5.371192257385701,10,86,76,74,85,83,71,64,10
9161,2020,J.T. Miller,C,10.948952961713076,13,87,87,86,77,88,89,77,-9
9162,2020,Jaccob Slavin,D,4.788742796052247,3,68,82,74,90,86,86,70,22
9163,2020,Jack Ahcan,D,0.1979735493659973,0,62,52,57,63,53,55,66,-3
9164,2020,Jack Eichel,C,5.4370366437360635,2,68,85,66,71,65,73,77,-9
9165,2020,Jack Hughes,C,14.334771713241935,11,86,86,61,70,98,97,63,-3
9166,2020,Jack Johnson,D,0.5715328883379698,1,66,51,74,74,59,67,68,-5
9167,2020,Jack Rathbone,D,0.5536137763410807,1,67,58,60,65,56,63,67,1
9168,2020,Jack Roslovic,C,9.408094170503318,12,86,86,74,77,85,88,81,-11
9169,2020,Jack Studnicka,C,2.7405947614461184,1,65,63,59,65,72,60,65,-3
9170,2020,Jackson Cates,C,0.9526860639452934,0,62,58,55,52,59,56,68,-3
9171,2020,Jacob Bernard-Docker,D,0.20036594290286305,0,62,52,57,63,53,60,68,2
9172,2020,Jacob Bryson,D,1.2609511474147441,1,64,76,73,86,57,79,68,-1
9173,2020,Jacob Larsson,D,1.3560204096138475,1,62,72,75,87,63,85,67,-9
9174,2020,Jacob MacDonald,D,2.3958138646557927,1,62,76,76,84,71,69,68,14
