,season,player,position,xG,Goal,Shooting,Passing,Hits,Blocks,Takeaways,Giveaways,Powerplay,plusMinus
6522,2017,Jamie Benn,LW,30.927259218413386,36,94,91,88,85,90,89,79,21
6523,2017,Jamie McGinn,LW,12.487846534699203,13,84,80,87,68,77,83,71,-5
6524,2017,Jamie Oleksiak,D,3.826693977229297,5,73,76,91,86,76,84,73,6
6525,2017,Jan Rutta,D,4.558739175554366,6,76,78,63,85,69,84,82,-1
6526,2017,Janne Kuokkanen,LW,0.4864001981914043,0,62,52,55,52,60,56,71,-3
6529,2017,Jared McCann,LW,11.748669684398921,9,80,83,72,75,86,79,67,11
6530,2017,Jared Spurgeon,D,7.5930396439507595,9,79,87,78,90,78,74,74,-6
6533,2017,Jason Demers,D,5.327119686640799,6,75,78,78,86,76,83,66,-4
6534,2017,Jason Dickinson,C,0.9463462978601456,0,62,59,75,56,63,61,71,-2
6535,2017,Jason Garrison,D,0.26567576453089714,0,62,55,57,71,57,64,71,-2
6536,2017,Jason Pominville,RW,13.222892949357627,16,86,82,70,76,78,74,70,-17
6537,2017,Jason Spezza,C,12.701342400163412,8,78,82,59,71,69,83,73,-14
6538,2017,Jason Zucker,LW,25.336479905527085,33,93,87,82,81,89,84,79,8
6539,2017,Jay Beagle,C,8.166595776565371,7,77,79,79,80,80,65,71,3
6540,2017,Jay Bouwmeester,D,1.790184983052313,2,64,66,66,85,61,69,71,5
6541,2017,Jaycob Megna,D,0.4241051971912384,0,62,55,56,75,59,62,71,-4
6542,2017,Jean-Gabriel Pageau,C,17.30824562907219,14,85,79,87,86,83,85,65,-14
6543,2017,Jean-Sebastien Dea,C,0.3641374409198761,1,63,52,59,52,53,54,71,1
6544,2017,Jeff Carter,C,11.064986103214324,13,85,73,66,61,65,65,84,4
6545,2017,Jeff Petry,D,10.328772044740617,12,83,87,90,91,86,94,79,-30
6546,2017,Jeff Skinner,LW,28.282101494725794,24,89,86,68,69,95,88,69,-27
6547,2017,Jesper Bratt,LW,8.949033885728568,13,85,85,72,68,80,80,75,-16
6548,2017,Jesper Fast,RW,11.62025556014851,13,85,84,88,79,78,78,70,-10
6549,2017,Jesse Puljujarvi,RW,13.287266069091856,12,83,71,79,69,82,85,71,-1
6552,2017,Jimmy Vesey,LW,17.847377240657803,17,86,75,83,75,87,86,63,-18
6553,2017,Joakim Nordstrom,C,7.439578999765217,2,65,66,86,78,82,74,70,-11
6554,2017,Joakim Ryan,D,3.8603136772289868,3,66,73,67,88,71,71,69,13
6555,2017,Joe Hicketts,D,0.05385179258883,0,62,63,58,64,53,62,71,5
6556,2017,Joe Morrow,D,3.8168485374189913,6,75,74,82,85,70,86,78,-4
6557,2017,Joe Pavelski,C,25.1065740971826,22,88,91,84,86,87,87,77,0
6558,2017,Joe Thornton,C,6.263312293216586,13,85,85,67,66,85,87,83,-9
6559,2017,Joel Armia,RW,14.035176199860869,12,83,81,83,77,88,70,63,3
6560,2017,Joel Edmundson,D,6.4757814314216375,7,76,74,86,92,74,79,66,-1
6561,2017,Joel Eriksson Ek,C,10.131890149321409,6,76,74,88,80,75,65,69,2
6562,2017,Joel Hanley,D,0.060049470514059074,0,62,51,54,57,51,53,71,0
6564,2017,Johan Larsson,LW,6.03599551320076,4,71,77,86,81,86,77,68,-30
6565,2017,John Carlson,D,14.707392449490724,15,85,94,72,92,89,94,78,0
6566,2017,John Gilmour,D,2.702501696534455,2,63,62,66,73,68,80,69,-11
6567,2017,John Hayden,C,5.645444851368666,4,71,73,87,69,76,64,68,-4
6568,2017,John Klingberg,D,11.262634987942874,8,78,96,71,89,84,93,70,12
6569,2017,John Moore,D,6.809441217221321,7,76,75,88,89,74,86,70,3
6570,2017,John Quenneville,C,0.4153829943388701,0,62,52,56,51,53,54,71,-3
6571,2017,John Tavares,C,30.249122616834942,37,94,92,65,75,88,91,87,-12
6572,2017,Johnny Boychuk,D,5.134327859152108,6,75,76,86,89,72,86,75,-8
6573,2017,Johnny Gaudreau,LW,22.07503932062536,24,89,96,59,66,87,94,73,2
6575,2017,Jon Merrill,D,1.2082068286836147,1,62,58,69,79,64,73,70,7
6576,2017,Jonas Brodin,D,4.2200865247286865,6,76,79,67,91,73,75,68,23
6577,2017,Jonathan Drouin,LW,14.966659153811634,13,84,88,76,71,89,88,75,-28
6578,2017,Jonathan Ericsson,D,3.4127526627853517,3,65,74,87,87,70,89,69,-7
6579,2017,Jonathan Huberdeau,LW,21.437733062077317,27,90,91,70,78,88,92,73,-2
6580,2017,Jonathan Marchessault,C,25.5599581184797,27,90,93,85,71,89,86,77,36
6581,2017,Jonathan Toews,C,23.48425634391606,20,87,88,66,69,88,85,66,-1
6582,2017,Jonny Brodzinski,C,4.4714037869125605,4,71,59,70,59,63,62,69,4
6583,2017,Joonas Donskoi,RW,16.129005268216133,14,85,82,65,72,87,82,67,10
6584,2017,Jordan Eberle,RW,22.367983385454863,25,89,88,73,73,86,84,71,5
6585,2017,Jordan Greenway,LW,0.2931835353374481,0,62,56,57,54,57,56,71,0
6586,2017,Jordan Martinook,LW,10.669975415803492,6,76,73,87,79,85,64,68,-23
6587,2017,Jordan Nolan,C,5.103271193336695,4,71,64,87,65,68,70,70,-13
6588,2017,Jordan Oesterle,D,4.815495810937137,5,72,74,77,88,72,86,69,-11
6589,2017,Jordan Schmaltz,D,0.1478572767227888,0,62,55,56,64,51,60,70,0
6591,2017,Jordan Staal,C,20.049382701516148,19,87,86,91,74,89,85,70,-4
6592,2017,Jordan Szwarz,RW,1.7813075035810468,0,62,63,59,59,59,54,72,-4
6593,2017,Jordan Weal,C,11.576387302018702,8,78,77,60,70,76,70,67,-10
6594,2017,Jordie Benn,D,3.7490951190702617,4,68,75,84,93,76,90,71,-2
6595,2017,Jori Lehtera,C,4.464260374195874,3,68,66,76,68,72,68,64,-8
6596,2017,Joseph Blandisi,C,0.189579788595438,0,62,52,55,53,55,52,71,2
6597,2017,Josh Anderson,RW,19.778746812604368,19,87,75,86,70,86,74,67,-1
6598,2017,Josh Archibald,RW,3.1752829989418387,5,75,68,85,65,65,58,69,-2
6599,2017,Josh Bailey,RW,15.744261959567664,18,87,94,57,75,87,88,85,-20
6602,2017,Josh Leivo,LW,2.3640004862099886,1,62,63,55,56,67,63,65,0
6603,2017,Josh Manson,D,6.739879059139639,7,76,87,91,88,87,88,69,34
6604,2017,Josh Morrissey,D,5.1373683786951005,7,77,82,88,94,78,86,68,15
6605,2017,Joshua Ho-Sang,RW,2.1403038278222084,2,66,75,55,51,68,76,64,-7
6606,2017,Jujhar Khaira,LW,8.107130386400968,11,82,75,88,78,81,81,68,-7
6607,2017,Julius Honka,D,1.6483915960416198,1,62,62,63,73,55,73,64,-1
6609,2017,Justin Abdelkader,LW,12.621200058609247,13,85,85,91,78,77,82,69,-11
6611,2017,Justin Bailey,RW,1.7918660999275744,3,69,56,64,60,61,55,71,-2
6612,2017,Justin Braun,D,4.813171851914376,5,72,87,88,93,84,83,69,7
6613,2017,Justin Falk,D,1.3592406362295149,1,62,54,87,85,57,67,71,-16
6614,2017,Justin Faulk,D,11.59750514430925,8,78,85,87,87,90,89,74,-26
6615,2017,Justin Holl,D,0.058963857591152184,2,69,51,55,56,51,55,71,5
6616,2017,Justin Kloos,C,0.0,0,62,52,54,51,53,54,71,0
6617,2017,Justin Schultz,D,5.972071166150272,4,68,85,69,88,74,78,69,22
6618,2017,Justin Williams,RW,19.61715150019154,16,86,89,81,79,87,92,70,-9
6619,2017,Kailer Yamamoto,RW,4.37671335041523,0,62,63,57,54,63,64,71,-2
6620,2017,Kalle Kossila,C,0.8475661259144545,1,63,56,57,55,62,57,71,-4
6621,2017,Karl Alzner,D,3.4690356249921024,1,62,75,88,92,78,93,71,-7
6622,2017,Kasperi Kapanen,RW,5.883617667481303,7,77,59,78,59,70,62,71,-1
6624,2017,Keith Yandle,D,7.395779110956937,8,78,92,63,88,86,99,68,7
6625,2017,Kenny Agostino,LW,1.381478663533926,0,62,56,57,52,55,52,70,-1
6626,2017,Kerby Rychel,LW,0.7042865860275924,1,63,56,62,53,55,54,70,-2
6627,2017,Kevan Miller,D,2.951751328073442,1,62,79,90,89,80,78,70,16
6629,2017,Kevin Connauton,D,5.279931880533695,11,83,74,86,86,70,81,68,3
6630,2017,Kevin Fiala,LW,22.859656752087172,23,89,86,68,71,86,87,73,20
6631,2017,Kevin Gravel,D,0.6383741218596697,0,62,63,62,66,51,64,72,-3
6632,2017,Kevin Hayes,C,19.50467449100688,25,89,83,70,76,88,88,82,1
6633,2017,Kevin Labanc,RW,13.589346462860705,11,82,87,67,69,82,79,77,-6
6634,2017,Kevin Rooney,C,0.4228731617331505,0,62,52,55,51,56,52,71,0
6635,2017,Kevin Roy,LW,3.0501605086028576,6,77,55,59,57,71,63,70,3
6636,2017,Kevin Shattenkirk,D,6.037220821715891,5,72,82,73,85,79,88,73,-14
6638,2017,Korbinian Holzer,D,0.6510750204324722,0,62,51,65,65,53,66,71,-3
6639,2017,Kris Letang,D,10.884502639994023,9,79,91,86,89,88,92,74,-9
6640,2017,Kris Russell,D,4.5233696941286325,4,69,81,85,99,76,90,72,-7
6642,2017,Kurtis MacDermid,D,1.31819108966738,1,62,63,82,73,57,76,68,-4
6643,2017,Kyle Brodziak,C,9.008934572804721,10,81,85,82,84,88,72,70,13
6644,2017,Kyle Capobianco,D,0.0,0,62,51,56,54,53,55,71,-1
6645,2017,Kyle Clifford,LW,7.2295771166682234,6,76,64,88,58,66,62,70,-4
6646,2017,Kyle Connor,LW,23.51562276948243,31,92,86,60,71,86,82,72,8
6648,2017,Kyle Okposo,RW,16.960626331157982,15,85,87,79,75,79,79,75,-34
6649,2017,Kyle Palmieri,RW,17.76409764401615,24,89,84,85,82,85,73,92,-1
6651,2017,Kyle Rau,C,0.4504744596779346,0,62,56,58,51,55,52,71,0
6652,2017,Kyle Turris,C,15.311736480332911,16,86,89,62,76,86,81,85,19
6655,2017,Lars Eller,C,15.879400701262055,18,87,84,79,86,86,86,73,-6
6656,2017,Laurent Dauphin,C,0.012201150879263878,0,62,52,54,53,53,52,71,-1
6657,2017,Lawson Crouse,LW,1.0496957134455442,1,63,52,69,57,57,57,71,-6
6658,2017,Lee Stempniak,RW,5.043431275058539,3,68,68,72,61,75,76,77,-8
6659,2017,Leo Komarov,RW,11.879573223181069,7,77,76,94,81,87,85,73,0
6660,2017,Leon Draisaitl,C,21.212039145641032,25,89,92,70,69,93,92,70,-7
6661,2017,Liam O'Brien,C,0.01905271038413048,0,62,52,56,51,55,52,71,0
6662,2017,Lias Andersson,C,0.31111173518002033,1,63,56,58,54,62,52,71,1
6663,2017,Logan Brown,C,0.467783160507679,0,62,56,54,52,58,59,69,0
6664,2017,Logan Couture,C,18.430727840401236,34,93,86,67,86,89,87,80,-2
6665,2017,Logan Shaw,RW,10.131879205815494,4,71,75,86,80,80,75,70,-7
6666,2017,Loui Eriksson,LW,12.15823178179562,10,81,77,56,74,80,65,66,0
6667,2017,Louie Belpedio,D,0.0,0,62,59,54,54,51,53,71,1
6668,2017,Luca Sbisa,D,1.4512749090790749,2,65,76,75,84,69,71,69,8
6669,2017,Lucas Wallmark,C,1.6119955945760012,1,63,52,61,52,62,59,71,-4
6670,2017,Lukas Sedlak,C,5.698672996368259,4,71,64,82,71,71,66,71,-3
6671,2017,Luke Glendening,C,10.400101457722483,11,82,71,88,87,74,65,77,-14
6672,2017,Luke Kunin,C,2.3075085487216707,2,65,59,70,59,57,59,71,-3
6673,2017,Luke Schenn,D,2.583509382326156,1,62,67,94,89,71,81,71,-12
6674,2017,Luke Witkowski,RW,1.7747024446725843,1,63,63,79,62,57,63,71,-1
6675,2017,MacKenzie Weegar,D,2.715226387605071,2,63,67,86,86,80,87,66,5
6676,2017,Madison Bowey,D,2.5639238669537012,0,61,76,75,79,68,85,71,-3
6677,2017,Magnus Paajarvi,LW,13.888337273150682,8,78,64,86,79,80,67,70,-11
6678,2017,Marc Methot,D,1.203170555643737,1,62,58,82,83,53,67,71,11
6679,2017,Marc Staal,D,4.182557936757803,1,62,69,81,88,85,85,70,11
6680,2017,Marc-Edouard Vlasic,D,9.963422678411009,11,82,84,64,94,76,87,65,9
6681,2017,Marco Scandella,D,6.128373207524419,5,72,81,84,89,79,85,63,-15
6682,2017,Marcus Foligno,LW,7.475724235642701,8,78,79,92,80,77,71,75,2
6683,2017,Marcus Johansson,C,4.0958601236343375,5,75,73,56,59,73,75,66,-11
6684,2017,Marcus Kruger,C,3.314164688810706,1,62,66,77,65,68,66,70,-6
6685,2017,Marcus Pettersson,D,0.5018827905878425,1,62,63,62,73,55,70,70,5
6686,2017,Marcus Sorensen,LW,3.3428979888558388,5,75,59,67,64,69,62,71,-5
6689,2017,Mario Kempe,RW,1.3172638397663832,2,66,59,64,62,59,57,71,-1
6690,2017,Mark Alt,D,0.3305881377309561,0,62,51,62,68,57,60,71,-1
6691,2017,Mark Barberio,D,2.730545888654888,3,67,74,65,85,65,71,73,6
6692,2017,Mark Borowiecki,D,3.539564408361912,3,66,71,95,87,68,72,71,-6
6693,2017,Mark Giordano,D,10.871116631664336,13,84,86,84,93,88,86,63,0
6694,2017,Mark Jankowski,C,15.194868336431682,17,86,71,68,82,85,74,71,-7
6695,2017,Mark Letestu,C,10.779957577120511,9,79,78,78,75,76,74,68,-17
6696,2017,Mark Pysyk,D,5.8724160892888895,3,65,77,85,90,85,88,69,-8
6697,2017,Mark Scheifele,C,17.333175285719335,23,89,89,76,74,87,82,79,19
6698,2017,Mark Stone,RW,17.05987257277593,20,88,91,75,77,89,87,68,9
6700,2017,Marko Dano,LW,1.9291480425745249,2,66,56,67,58,59,59,70,-2
6701,2017,Markus Granlund,C,10.159146766178312,8,78,64,74,62,78,64,71,-10
6702,2017,Markus Hannikainen,LW,2.584982664324343,3,69,63,69,64,68,59,71,-1
6703,2017,Markus Nutivaara,D,3.871109523344785,7,77,80,72,78,66,73,72,13
6704,2017,Martin Frk,RW,9.193903481587768,11,82,78,82,60,66,75,73,-14
6705,2017,Martin Hanzal,C,6.644261441193521,5,74,66,79,68,68,66,71,-16
6706,2017,Martin Marincin,D,0.0,0,62,51,54,57,53,57,71,-2
6707,2017,Martin Necas,C,0.0,0,62,52,54,51,56,54,71,0
6708,2017,Mathew Barzal,C,19.142251153476536,22,88,97,61,74,90,92,79,1
6709,2017,Mathieu Perreault,LW,18.195114471018318,17,86,85,87,70,86,77,79,4
6710,2017,Mats Zuccarello,RW,19.005643877200786,16,86,89,77,85,91,88,71,-10
6711,2017,Matt Bartkowski,D,0.8646675851196051,0,62,63,69,64,57,73,71,-3
6712,2017,Matt Beleskey,LW,1.824440257623792,0,62,52,71,56,63,55,68,-9
6713,2017,Matt Benning,D,5.838077053427696,6,75,79,89,87,75,88,65,5
6714,2017,Matt Calvert,LW,12.583113288506866,9,79,79,78,76,82,70,72,-10
6715,2017,Matt Cullen,C,11.917888379655778,11,82,75,59,79,72,71,72,-1
6716,2017,Matt Duchene,C,20.29074637684971,27,90,88,77,81,87,85,74,-22
6717,2017,Matt Dumba,D,8.213340322952718,14,85,89,88,89,77,87,69,15
6718,2017,Matt Grzelcyk,D,3.9781034081242983,3,65,76,73,79,81,76,64,21
6719,2017,Matt Hendricks,C,4.08328073984012,5,75,71,87,79,74,67,70,-1
6720,2017,Matt Hunwick,D,2.6412582104094326,4,71,68,75,84,71,74,70,-4
6721,2017,Matt Irwin,D,2.83673844859004,2,63,68,82,84,67,71,71,2
6722,2017,Matt Martin,LW,3.6607848592102528,3,68,73,90,59,64,63,71,0
6724,2017,Matt Nieto,LW,8.448916303459555,15,86,75,65,84,77,67,69,6
6725,2017,Matt Niskanen,D,6.197457117028534,7,76,85,86,88,75,90,64,24
6726,2017,Matt Read,RW,1.810437206178904,1,63,52,65,62,63,59,71,-2
6728,2017,Matt Tennyson,D,0.8647432066500187,0,62,51,60,63,53,63,65,-8
6729,2017,Matthew Highmore,C,2.3844405766576533,2,66,52,58,58,55,59,71,-4
6730,2017,Matthew Peca,C,2.1727230437099934,2,66,63,59,59,55,61,71,6
6731,2017,Matthew Tkachuk,LW,20.8041954129003,24,89,86,82,64,85,82,80,-1
6732,2017,Mattias Ekholm,D,7.004475453402848,10,80,85,80,90,86,89,77,25
6733,2017,Mattias Janmark,C,15.425666194409132,19,87,79,59,78,85,81,69,-14
6734,2017,Max Domi,C,15.833467756863685,9,80,89,74,72,86,88,64,-8
6735,2017,Max McCormick,LW,2.804069735109806,3,69,59,78,58,63,65,71,-5
6736,2017,Max Pacioretty,LW,21.879210503306236,17,86,84,87,71,79,85,75,-16
6737,2017,Maxim Mamin,C,2.549420638009906,3,69,55,76,60,73,68,71,2
6738,2017,Melker Karlsson,C,9.245423131622372,8,78,75,82,86,80,75,70,-5
6739,2017,Michael Amadio,C,2.698574636131525,4,72,64,62,59,69,62,75,-2
6742,2017,Michael Chaput,C,0.17312036082148552,0,62,52,62,53,57,52,71,-4
6743,2017,Michael Dal Colle,LW,0.06339376419782639,0,62,52,55,52,55,52,70,0
6744,2017,Michael Del Zotto,D,6.793480487540363,6,75,80,96,90,78,89,69,-8
6745,2017,Michael Frolik,RW,15.45117573067546,10,81,79,74,76,87,77,63,-19
6746,2017,Michael Grabner,LW,22.55381724890321,27,90,73,79,77,87,82,73,11
6747,2017,Michael McCarron,RW,0.8970443606376648,0,62,56,80,64,59,61,71,-1
6748,2017,Michael Raffl,LW,11.783643329516053,13,85,73,84,82,82,76,73,9
6749,2017,Michael Stone,D,3.6750692073255777,3,65,69,85,93,72,80,65,-11
6750,2017,Michal Kempny,D,3.156874002423137,3,65,69,77,87,66,85,70,14
6751,2017,Micheal Ferland,LW,18.945726518984888,21,88,84,91,73,85,82,71,5
6752,2017,Micheal Haley,LW,5.620994864962995,3,68,68,88,69,66,69,71,-13
6753,2017,Miikka Salomaki,RW,4.238415410742164,2,65,68,87,76,72,64,71,-8
6754,2017,Mika Zibanejad,C,19.302109974436465,27,90,84,84,85,88,88,86,-23
6755,2017,Mikael Backlund,C,20.903365893755108,14,85,87,75,78,93,86,70,-21
6756,2017,Mikael Granlund,C,19.267150709871203,21,88,92,73,80,85,83,81,13
6759,2017,Mike Green,D,7.8172521558590224,8,78,86,81,86,82,89,72,-14
6760,2017,Mike Hoffman,C,20.880989620927718,22,88,88,66,75,88,89,77,-20
6762,2017,Mike Matheson,D,8.597504858858883,10,80,81,75,91,91,93,67,-1
6763,2017,Mike Reilly,D,3.12397962808609,2,62,80,71,77,65,81,68,-5
6764,2017,Mikhail Sergachev,D,7.473222041502595,9,79,87,84,85,77,88,79,11
6765,2017,Mikkel Boedker,LW,12.11463050125167,15,85,85,71,70,83,78,76,0
6766,2017,Mikko Koivu,C,16.455246613360938,14,85,87,75,83,87,75,71,9
6767,2017,Mikko Rantanen,RW,16.361499882303182,29,91,95,66,78,87,80,86,0
6768,2017,Milan Lucic,LW,16.905781471170485,10,81,85,97,70,83,90,66,-12
6769,2017,Miles Wood,LW,15.971201132982971,19,87,77,81,68,80,84,71,-6
6770,2017,Mirco Mueller,D,0.9163270657882094,0,62,64,60,80,70,67,70,1
6772,2017,Mitchell Marner,RW,18.915834619197994,22,88,92,66,70,94,86,91,-1
6774,2017,Morgan Rielly,D,8.944146261084825,6,75,92,73,87,85,91,84,-4
6776,2017,Nate Prosser,D,1.2445127135142684,3,70,68,77,87,68,72,71,8
6777,2017,Nate Schmidt,D,5.856711662374438,5,72,87,70,90,89,87,72,19
6778,2017,Nate Thompson,C,4.873835368081926,5,75,76,87,78,78,70,70,-1
6779,2017,Nathan Beaulieu,D,3.624364722520113,1,62,71,73,85,63,80,64,-19
6780,2017,Nathan Gerbe,C,0.012186835519969463,0,62,52,56,51,53,52,71,-1
6781,2017,Nathan MacKinnon,C,25.539494327269487,39,95,96,69,68,85,85,87,11
6782,2017,Nathan Walker,LW,0.5761534795165062,1,63,52,64,52,53,54,71,0
6783,2017,Nazem Kadri,C,24.71748498501256,32,92,85,85,71,86,86,89,2
6784,2017,Neal Pionk,D,2.859332133550197,1,62,77,75,79,70,82,76,-1
6785,2017,Nic Dowd,C,5.611336471047252,3,68,55,83,74,74,70,78,-10
6786,2017,Nic Petan,C,1.9557928922586143,2,66,52,55,55,64,59,69,0
6787,2017,Nicholas Merkley,RW,0.0,0,62,52,55,51,56,54,71,0
6788,2017,Nicholas Shore,C,7.989786172285676,5,74,78,76,67,79,76,70,-3
6789,2017,Nick Bjugstad,C,25.148319264408197,19,87,87,85,66,88,86,68,5
6790,2017,Nick Bonino,C,9.05135071836412,12,84,77,60,86,90,82,62,4
6791,2017,Nick Cousins,C,12.375795116648078,12,83,69,87,78,75,76,71,-7
6792,2017,Nick Foligno,LW,15.387080037966369,15,85,82,91,85,85,83,62,1
6793,2017,Nick Holden,D,5.200892474502325,4,69,77,88,87,80,85,71,-5
6794,2017,Nick Jensen,D,5.327759326901287,0,61,79,79,87,80,87,73,-8
6795,2017,Nick Lappin,RW,0.8356058523058891,1,63,52,59,53,55,56,71,2
6796,2017,Nick Leddy,D,8.612230987288058,10,80,88,85,88,77,87,68,-42
6797,2017,Nick Paul,LW,0.7977688405662775,1,63,52,63,55,57,59,71,-4
6798,2017,Nick Ritchie,LW,15.41927844658494,10,81,81,95,72,67,75,74,3
6799,2017,Nick Schmaltz,C,15.68829598929733,21,88,87,58,77,94,80,71,1
6800,2017,Nick Seeler,D,0.5043920120224357,0,62,64,63,72,55,63,71,10
6801,2017,Nicklas Backstrom,C,16.71579282125458,21,88,93,68,82,87,88,77,5
6802,2017,Nico Hischier,C,22.39839515602216,20,87,88,76,77,89,77,63,10
6803,2017,Nicolas Deslauriers,LW,7.5648205555044115,10,81,64,97,74,72,56,71,7
6805,2017,Nicolas Roy,C,0.051148254424333565,0,62,52,55,51,56,52,71,-1
6806,2017,Nikita Kucherov,RW,23.188550233840946,39,95,96,66,64,91,91,86,15
6807,2017,Nikita Scherbak,RW,3.8029566090554,4,72,59,63,64,71,65,73,-5
6808,2017,Nikita Soshnikov,RW,1.0913405697792768,1,63,56,66,53,59,55,71,-2
6809,2017,Nikita Zadorov,D,4.349594244267792,7,77,77,99,89,70,83,71,4
6810,2017,Nikita Zaitsev,D,2.762795978225768,5,75,71,86,91,77,90,68,8
6811,2017,Niklas Hjalmarsson,D,1.9451166559010744,1,62,71,60,90,73,84,71,-3
6812,2017,Niklas Kronwall,D,4.347839258145541,4,69,85,82,89,71,87,73,-14
6813,2017,Nikolaj Ehlers,LW,20.387885892763734,29,91,87,70,71,86,88,77,14
6814,2017,Nikolay Goldobin,RW,5.368410090915858,8,79,68,59,57,68,67,74,-14
6816,2017,Nino Niederreiter,RW,16.524249560199678,18,87,78,77,67,81,75,75,14
6817,2017,Noah Hanifin,D,9.984625150449574,10,80,85,82,86,88,88,66,-20
6818,2017,Noah Juulsen,D,1.1697332481853664,1,62,59,78,76,63,76,69,1
6819,2017,Noel Acciari,C,8.17734806239605,10,81,55,89,78,77,65,70,-6
6820,2017,Nolan Patrick,C,14.255985606927426,13,84,81,74,66,85,82,73,1
6821,2017,Oliver Bjorkstrand,RW,12.908593548927454,11,82,87,78,79,81,77,71,4
6822,2017,Oliver Ekman-Larsson,D,11.492091010324655,14,85,86,89,86,82,87,71,-28
6823,2017,Olli Maatta,D,7.342970038764179,7,76,85,87,89,74,86,69,-1
6824,2017,Ondrej Kase,RW,16.708911108318716,20,87,82,66,71,83,81,66,18
6825,2017,Ondrej Palat,LW,12.056094595231116,11,82,85,82,81,85,85,75,16
6826,2017,Oscar Fantenberg,D,1.6542170057073236,2,65,70,74,67,57,64,70,2
6827,2017,Oscar Klefbom,D,9.878419877961276,5,73,80,74,91,81,85,63,-12
6828,2017,Oscar Lindberg,LW,7.514839308336378,9,80,59,81,72,79,76,69,-11
6829,2017,Oskar Lindblom,LW,4.19942699931562,2,65,65,67,63,61,60,67,4
6830,2017,Oskar Sundqvist,C,3.2710399152711034,1,62,64,75,64,77,62,67,-5
6831,2017,Owen Tippett,RW,1.0940625895746052,1,63,52,56,55,57,56,68,-6
6832,2017,P.K. Subban,D,10.070419818162918,16,86,91,86,87,87,94,78,18
6833,2017,Pat Maroon,LW,16.98094447888434,17,86,86,89,63,78,84,66,1
6834,2017,Patric Hornqvist,RW,32.28463569935411,29,91,84,88,85,79,69,84,2
6835,2017,Patrice Bergeron,C,23.023042098619047,30,91,88,74,79,89,85,86,21
6836,2017,Patrick Eaves,RW,0.10119633376598358,1,63,52,57,52,53,52,69,0
6837,2017,Patrick Kane,RW,26.65902876295149,27,90,93,60,63,87,81,74,-20
6838,2017,Patrick Marleau,C,23.78128453111276,27,90,83,83,71,82,81,71,1
6841,2017,Patrik Berglund,C,11.032253219746053,17,86,73,86,76,78,66,72,-5
6842,2017,Patrik Laine,LW,21.50181100331247,44,97,86,80,79,83,87,95,8
6843,2017,Patrik Nemeth,D,3.357989944051951,3,66,76,78,95,71,77,70,27
6844,2017,Paul Byron,LW,18.498001022264358,20,88,79,88,84,87,83,68,-4
6845,2017,Paul Carey,C,5.01297836471349,7,77,69,79,69,78,81,78,-13
6846,2017,Paul LaDue,D,0.32051093969494104,3,71,55,60,63,53,60,75,5
6849,2017,Paul Stastny,C,19.59794155601412,16,86,89,71,77,87,73,66,1
6850,2017,Pavel Buchnevich,RW,14.310553553514184,14,85,87,75,76,86,85,76,-3
6851,2017,Pavel Zacha,C,12.072303856257351,8,78,81,80,68,86,82,70,-3
6852,2017,Peter Cehlarik,LW,0.4809417650103569,1,63,56,56,54,53,54,68,2
6854,2017,Phil Kessel,RW,24.77335519716144,34,93,96,56,65,81,88,90,-4
6856,2017,Phillip Danault,C,9.748859563842416,8,78,81,77,77,86,74,66,0
6857,2017,Phillip Di Giuseppe,LW,4.8654396468773475,5,74,71,85,64,74,68,70,0
6858,2017,Pierre-Edouard Bellemare,C,7.647074021864682,6,76,75,71,85,88,77,69,5
6859,2017,Pierre-Luc Dubois,LW,18.915742257609967,20,87,87,87,80,86,79,80,8
6860,2017,Pontus Aberg,LW,5.970619088970125,4,71,76,64,58,70,74,70,9
6861,2017,Radek Faksa,C,13.806922683492305,17,86,80,85,84,86,70,67,21
6863,2017,Radko Gudas,D,5.1178456540219495,2,62,78,90,90,64,86,70,0
6864,2017,Rasmus Andersson,D,0.16711338330060246,0,62,51,54,62,51,60,67,-1
6865,2017,Rasmus Ristolainen,D,7.567536784801633,6,75,89,93,89,69,86,72,-25
6866,2017,Reid Boucher,C,4.214928933419287,3,69,59,60,54,66,59,75,-12
6867,2017,Reilly Smith,RW,17.63243935117498,22,88,90,70,70,89,86,80,31
6868,2017,Remi Elie,LW,8.042535368353128,6,76,71,86,67,77,77,70,4
6869,2017,Richard Panik,RW,15.38800959289074,14,85,85,88,77,81,69,69,7
6871,2017,Rickard Rakell,LW,23.616987626999613,34,93,89,86,73,85,87,79,6
6872,2017,Riley Nash,C,13.43585264729336,15,85,86,83,85,89,69,77,16
6873,2017,Riley Sheahan,C,11.984752195421605,11,82,84,75,82,85,78,71,4
6876,2017,Robert Bortuzzo,D,4.277530658058821,4,69,73,87,89,61,71,71,11
6877,2017,Robert Hagg,D,3.571120901498944,3,65,67,96,88,65,83,70,5
6878,2017,Rocco Grimaldi,RW,0.7774532800540328,1,63,60,56,56,63,58,71,0
6880,2017,Roman Josi,D,13.91342532914132,14,85,90,81,90,83,88,79,24
6881,2017,Roman Polak,D,2.362063811160624,2,64,74,88,87,61,81,71,5
6882,2017,Ron Hainsey,D,3.608841461595148,4,70,82,84,94,75,92,75,12
6883,2017,Ross Johnston,LW,2.7499301936477423,3,69,63,76,62,65,55,71,0
6884,2017,Ryan Callahan,RW,9.445505684707316,5,74,77,88,78,81,70,67,-4
